transaction_id,product_id,quantity_change,type,timestamp,running_stock
TXN-001124,46-520-1819,-3,SALE,2025-12-12 18:22:20,66
TXN-020571,27-387-0428,-8,SALE,2025-12-12 18:22:20,140
TXN-018391,44-480-9446,-5,SALE,2025-12-12 18:23:20,109
TXN-014732,15-082-9124,-4,SALE,2025-12-12 18:24:20,92
TXN-017908,92-362-3567,-7,SALE,2025-12-12 18:24:20,3
TXN-005495,99-561-4871,-1,SALE,2025-12-12 18:25:20,62
TXN-002712,41-316-8427,-3,SALE,2025-12-12 18:26:20,134
TXN-017082,54-758-4622,-6,SALE,2025-12-12 18:26:20,117
TXN-019746,37-248-6266,-4,SALE,2025-12-12 18:26:20,89
TXN-002251,80-988-4653,-1,SALE,2025-12-12 18:28:20,61
TXN-008307,73-567-6194,-2,SALE,2025-12-12 18:28:20,84
TXN-013873,74-132-5528,-2,SALE,2025-12-12 18:28:20,64
TXN-003152,51-459-5630,-2,SALE,2025-12-12 18:30:20,27
TXN-001106,70-854-6891,-2,SALE,2025-12-12 18:31:20,134
TXN-013565,61-582-7399,-3,SALE,2025-12-12 18:31:20,111
TXN-013215,90-343-9640,-1,SALE,2025-12-12 18:33:20,163
TXN-017001,32-676-1026,-2,SALE,2025-12-12 18:34:20,76
TXN-002418,64-478-4745,-4,SALE,2025-12-12 18:36:20,169
TXN-004074,18-199-5799,-3,SALE,2025-12-12 18:36:20,88
TXN-012654,47-843-8207,-1,SALE,2025-12-12 18:36:20,91
TXN-019622,39-913-2999,-2,SALE,2025-12-12 18:37:20,136
TXN-005281,94-029-2717,-5,SALE,2025-12-12 18:38:20,58
TXN-014139,95-640-0293,-4,SALE,2025-12-12 18:38:20,57
TXN-015446,56-303-5256,-1,SALE,2025-12-12 18:38:20,91
TXN-013195,91-127-7489,-2,SALE,2025-12-12 18:41:20,49
TXN-016424,96-209-1739,-2,SALE,2025-12-12 18:42:20,144
TXN-019279,24-478-8277,-1,SALE,2025-12-12 18:42:20,43
TXN-016807,31-255-9616,0,ADJUSTMENT,2025-12-12 18:43:20,106
TXN-002940,88-602-8210,-8,SALE,2025-12-12 18:44:20,159
TXN-020104,74-234-0628,-1,SALE,2025-12-12 18:44:20,141
TXN-004558,63-956-0739,-1,SALE,2025-12-12 18:45:20,92
TXN-009943,51-761-6320,-4,SALE,2025-12-12 18:45:20,133
TXN-011462,56-894-3733,-4,SALE,2025-12-12 18:45:20,96
TXN-010366,76-401-7083,-2,SALE,2025-12-12 18:46:20,143
TXN-019887,84-546-7624,-1,SALE,2025-12-12 18:46:20,50
TXN-019337,44-546-5713,-2,SALE,2025-12-12 18:48:20,90
TXN-009636,41-594-5069,-2,SALE,2025-12-12 18:50:20,98
TXN-015858,02-034-6209,-4,SALE,2025-12-12 18:51:20,29
TXN-017526,86-257-4613,-5,SALE,2025-12-12 18:51:20,81
TXN-004701,68-734-1585,1,ADJUSTMENT,2025-12-12 18:54:20,65
TXN-020502,52-402-9245,-6,SALE,2025-12-12 18:54:20,114
TXN-010845,65-368-2479,-1,ADJUSTMENT,2025-12-12 18:55:20,32
TXN-018016,60-327-4114,-7,SALE,2025-12-12 18:57:20,85
TXN-016930,31-157-1822,-3,SALE,2025-12-12 18:59:20,121
TXN-009446,99-420-3592,-2,SALE,2025-12-12 19:02:20,32
TXN-020023,91-426-3204,-4,SALE,2025-12-12 19:02:20,102
TXN-009502,51-273-4240,-1,SALE,2025-12-12 19:04:20,85
TXN-022306,43-851-9440,-2,SALE,2025-12-12 19:06:20,72
TXN-006756,94-020-6982,-2,SALE,2025-12-12 19:07:20,93
TXN-018377,27-495-1912,-6,SALE,2025-12-12 19:09:20,37
TXN-002069,89-543-3456,-2,SALE,2025-12-12 19:10:20,62
TXN-017026,77-959-1018,-5,SALE,2025-12-12 19:10:20,37
TXN-011869,17-493-4579,-1,SALE,2025-12-12 19:12:20,90
TXN-007428,74-943-9034,-5,SALE,2025-12-12 19:13:20,94
TXN-002520,31-969-4614,-1,SALE,2025-12-12 19:14:20,90
TXN-017787,13-888-0149,-1,SALE,2025-12-12 19:14:20,79
TXN-015601,27-474-0056,-1,SALE,2025-12-12 19:15:20,17
TXN-009047,29-875-6900,-3,SALE,2025-12-12 19:17:20,43
TXN-010010,83-966-3280,-7,SALE,2025-12-12 19:17:20,65
TXN-005151,48-461-3742,-4,SALE,2025-12-12 19:20:20,42
TXN-010296,83-321-7887,-3,SALE,2025-12-12 19:20:20,138
TXN-021334,36-177-0573,-3,SALE,2025-12-12 19:21:20,114
TXN-021410,40-205-8252,-2,SALE,2025-12-12 19:21:20,52
TXN-003775,98-235-2711,-8,SALE,2025-12-12 19:22:20,25
TXN-003960,40-810-9261,-1,SALE,2025-12-12 19:22:20,93
TXN-002501,67-625-9704,-3,SALE,2025-12-12 19:24:20,79
TXN-022002,38-390-2115,-1,SALE,2025-12-12 19:24:20,109
TXN-011432,22-329-7791,-2,SALE,2025-12-12 19:25:20,50
TXN-012453,10-218-2680,-1,SALE,2025-12-12 19:27:20,100
TXN-018614,89-388-3239,-2,SALE,2025-12-12 19:27:20,48
TXN-000833,26-161-6692,-4,SALE,2025-12-12 19:33:20,92
TXN-019424,33-378-1365,-3,SALE,2025-12-12 19:33:20,61
TXN-014417,93-772-3085,-1,SALE,2025-12-12 19:36:20,53
TXN-002692,19-047-4239,-3,SALE,2025-12-12 19:37:20,66
TXN-006851,05-498-7751,-5,SALE,2025-12-12 19:39:20,52
TXN-016728,73-117-6105,-2,SALE,2025-12-12 19:42:20,91
TXN-000185,51-469-4611,-6,SALE,2025-12-12 19:43:20,123
TXN-013706,91-417-0366,-3,SALE,2025-12-12 19:44:20,123
TXN-016003,08-396-2704,-4,SALE,2025-12-12 19:45:20,97
TXN-007080,89-602-6755,-1,SALE,2025-12-12 19:46:20,100
TXN-008693,80-371-3695,-3,SALE,2025-12-12 19:46:20,78
TXN-003536,26-031-8070,-8,SALE,2025-12-12 19:47:20,124
TXN-011636,38-049-9319,-2,SALE,2025-12-12 19:47:20,76
TXN-020689,60-644-6596,-3,SALE,2025-12-12 19:49:20,154
TXN-001585,81-844-2979,-3,SALE,2025-12-12 19:50:20,114
TXN-013594,05-899-1428,-1,SALE,2025-12-12 19:50:20,76
TXN-007302,15-679-3935,-1,SALE,2025-12-12 19:51:20,106
TXN-007901,94-525-6925,-4,SALE,2025-12-12 19:52:20,41
TXN-012240,86-482-6451,-3,SALE,2025-12-12 19:52:20,126
TXN-009774,43-164-5984,-1,SALE,2025-12-12 19:53:20,74
TXN-005923,19-214-5762,-3,SALE,2025-12-12 19:55:20,119
TXN-020368,98-652-9569,-2,SALE,2025-12-12 19:55:20,26
TXN-021235,24-579-6500,-8,SALE,2025-12-12 19:55:20,110
TXN-009611,28-505-8317,-3,SALE,2025-12-12 19:56:20,155
TXN-003985,46-931-6897,-6,SALE,2025-12-12 19:59:20,33
TXN-011554,34-291-4939,-3,SALE,2025-12-12 19:59:20,57
TXN-016683,24-989-3302,-2,SALE,2025-12-12 20:02:20,88
TXN-000572,79-741-0770,-1,SALE,2025-12-12 20:03:20,114
TXN-019684,40-630-1431,-6,SALE,2025-12-12 20:03:20,66
TXN-005623,40-021-2400,-1,SALE,2025-12-12 20:04:20,40
TXN-006647,00-440-9568,-4,SALE,2025-12-12 20:05:20,109
TXN-000448,78-614-4402,-1,SALE,2025-12-12 20:07:20,103
TXN-010323,43-910-2342,-3,SALE,2025-12-12 20:07:20,126
TXN-014327,12-828-1063,-2,SALE,2025-12-12 20:08:20,126
TXN-020711,58-005-5343,-4,SALE,2025-12-12 20:11:20,120
TXN-001174,40-751-8635,-3,SALE,2025-12-12 20:12:20,127
TXN-003419,27-262-2437,-1,SALE,2025-12-12 20:12:20,89
TXN-015120,55-154-4728,-1,SALE,2025-12-12 20:12:20,77
TXN-007875,03-919-9890,-3,SALE,2025-12-12 20:13:20,76
TXN-012115,39-192-3521,-1,SALE,2025-12-12 20:17:20,48
TXN-021720,14-836-2894,-4,SALE,2025-12-12 20:18:20,143
TXN-005402,93-813-2419,-5,SALE,2025-12-12 20:19:20,62
TXN-019310,91-290-9062,-7,SALE,2025-12-12 20:24:20,32
TXN-000114,39-629-5554,-1,SALE,2025-12-12 20:25:20,92
TXN-008955,53-050-8242,-2,SALE,2025-12-12 20:26:20,131
TXN-011980,95-738-4658,-5,SALE,2025-12-12 20:30:20,109
TXN-019923,03-597-9488,-4,SALE,2025-12-12 20:31:20,84
TXN-017158,65-854-9364,-4,SALE,2025-12-12 20:32:20,57
TXN-019120,19-112-1616,-1,SALE,2025-12-12 20:32:20,84
TXN-020600,44-128-2185,-1,SALE,2025-12-12 20:32:20,129
TXN-001371,11-581-9869,-2,SALE,2025-12-12 20:33:20,153
TXN-008128,93-966-7754,-1,SALE,2025-12-12 20:34:20,68
TXN-008763,04-293-6969,-9,SALE,2025-12-12 20:34:20,47
TXN-009311,98-909-9395,-2,SALE,2025-12-12 20:34:20,164
TXN-009532,38-924-3007,-1,SALE,2025-12-12 20:34:20,27
TXN-020283,16-187-5729,-5,SALE,2025-12-12 20:37:20,88
TXN-014677,48-770-6319,-3,SALE,2025-12-12 20:39:20,72
TXN-020150,15-846-7959,-1,SALE,2025-12-12 20:39:20,104
TXN-001080,11-325-7396,-2,SALE,2025-12-12 20:41:20,91
TXN-003518,83-917-7384,-4,SALE,2025-12-12 20:41:20,112
TXN-020869,54-281-3746,-2,SALE,2025-12-12 20:41:20,73
TXN-004643,60-285-3783,-3,SALE,2025-12-12 20:42:20,141
TXN-000878,11-316-8405,-2,SALE,2025-12-12 20:43:20,90
TXN-006883,55-631-7937,-1,SALE,2025-12-12 20:43:20,116
TXN-006198,38-296-6634,-5,SALE,2025-12-12 20:44:20,53
TXN-010706,56-831-6199,-9,SALE,2025-12-12 20:47:20,99
TXN-020811,45-050-4720,-2,SALE,2025-12-12 20:47:20,109
TXN-015709,42-175-1648,-5,SALE,2025-12-12 20:49:20,97
TXN-017303,80-039-1261,-2,SALE,2025-12-12 20:52:20,68
TXN-017447,29-741-8132,-2,SALE,2025-12-12 20:53:20,58
TXN-022366,39-358-3340,-3,SALE,2025-12-12 20:53:20,96
TXN-011393,37-606-0510,-6,SALE,2025-12-12 20:57:20,119
TXN-006471,16-380-0753,-1,SALE,2025-12-12 20:58:20,37
TXN-007771,03-043-9933,-1,SALE,2025-12-12 20:58:20,23
TXN-008980,88-183-5781,3,RESTOCK,2025-12-13 06:03:20,44
TXN-007849,71-999-2404,28,RESTOCK,2025-12-13 06:12:20,73
TXN-015164,86-273-9377,20,RESTOCK,2025-12-13 06:12:20,105
TXN-006129,68-977-2498,41,RESTOCK,2025-12-13 06:17:20,134
TXN-010540,26-134-9069,8,RESTOCK,2025-12-13 06:28:20,51
TXN-013875,74-132-5528,98,RESTOCK,2025-12-13 06:28:20,157
TXN-018107,65-780-5622,41,RESTOCK,2025-12-13 06:52:20,114
TXN-015909,19-021-5024,86,RESTOCK,2025-12-13 06:53:20,140
TXN-021579,13-900-9016,94,RESTOCK,2025-12-13 06:54:20,189
TXN-005799,34-928-2775,25,RESTOCK,2025-12-13 06:55:20,59
TXN-001981,20-022-3173,65,RESTOCK,2025-12-13 07:04:20,106
TXN-009118,20-325-1965,13,RESTOCK,2025-12-13 07:19:20,84
TXN-009420,60-456-8169,72,RESTOCK,2025-12-13 07:21:20,94
TXN-002694,19-047-4239,73,RESTOCK,2025-12-13 07:45:20,130
TXN-001081,11-325-7396,-1,SALE,2025-12-13 08:00:20,90
TXN-009663,94-658-4945,-1,SALE,2025-12-13 08:00:20,59
TXN-007630,57-903-6434,-2,SALE,2025-12-13 08:03:20,56
TXN-016276,45-992-5653,-1,SALE,2025-12-13 08:03:20,92
TXN-011851,50-942-2409,-1,SALE,2025-12-13 08:04:20,143
TXN-015573,69-834-2874,-2,SALE,2025-12-13 08:05:20,118
TXN-003721,53-446-8243,-2,SALE,2025-12-13 08:06:20,73
TXN-019090,99-048-8310,-5,SALE,2025-12-13 08:07:20,56
TXN-022094,82-231-4245,80,RESTOCK,2025-12-13 08:07:20,158
TXN-004201,38-417-4656,-1,SALE,2025-12-13 08:08:20,40
TXN-003294,88-069-5486,-1,SALE,2025-12-13 08:09:20,97
TXN-018616,89-388-3239,43,RESTOCK,2025-12-13 08:10:20,90
TXN-010987,87-272-6544,-4,SALE,2025-12-13 08:12:20,92
TXN-000094,71-516-1996,-4,SALE,2025-12-13 08:13:20,146
TXN-018082,30-806-3823,-2,SALE,2025-12-13 08:13:20,113
TXN-008956,53-050-8242,-4,SALE,2025-12-13 08:14:20,127
TXN-014825,70-206-4860,-2,SALE,2025-12-13 08:14:20,94
TXN-015344,97-093-4278,-2,SALE,2025-12-13 08:14:20,157
TXN-011061,11-766-8738,43,RESTOCK,2025-12-13 08:15:20,73
TXN-018647,10-555-5971,-4,SALE,2025-12-13 08:15:20,87
TXN-009006,09-101-1740,54,RESTOCK,2025-12-13 08:16:20,129
TXN-009944,51-761-6320,-4,SALE,2025-12-13 08:16:20,129
TXN-017409,08-519-5579,-1,SALE,2025-12-13 08:19:20,46
TXN-013289,80-227-6886,-1,SALE,2025-12-13 08:20:20,32
TXN-016286,45-852-2446,-7,SALE,2025-12-13 08:22:20,129
TXN-019175,63-874-9747,-1,SALE,2025-12-13 08:22:20,130
TXN-004792,87-675-1506,7,RESTOCK,2025-12-13 08:24:20,58
TXN-005077,57-562-2358,76,RESTOCK,2025-12-13 08:24:20,169
TXN-007956,51-312-8608,-4,SALE,2025-12-13 08:24:20,80
TXN-014214,01-050-2246,-5,SALE,2025-12-13 08:26:20,93
TXN-008866,19-672-8982,-6,SALE,2025-12-13 08:28:20,94
TXN-015830,53-930-2215,-7,SALE,2025-12-13 08:31:20,79
TXN-019851,49-579-4325,-5,SALE,2025-12-13 08:32:20,132
TXN-008226,43-670-8544,-2,SALE,2025-12-13 08:33:20,89
TXN-016653,93-014-4256,-5,SALE,2025-12-13 08:34:20,101
TXN-017871,88-807-8431,43,RESTOCK,2025-12-13 08:34:20,121
TXN-002375,55-522-8242,-3,SALE,2025-12-13 08:36:20,51
TXN-018059,75-927-9108,-5,SALE,2025-12-13 08:37:20,29
TXN-007277,08-725-8156,-4,SALE,2025-12-13 08:40:20,77
TXN-005344,27-442-3654,-4,SALE,2025-12-13 08:42:20,88
TXN-007331,81-578-7404,98,RESTOCK,2025-12-13 08:47:20,173
TXN-002396,62-509-0666,7,RESTOCK,2025-12-13 08:48:20,54
TXN-009252,30-996-2526,-4,SALE,2025-12-13 08:48:20,71
TXN-015003,04-104-6993,-4,SALE,2025-12-13 08:48:20,54
TXN-019063,85-212-2729,-1,SALE,2025-12-13 08:49:20,143
TXN-007405,32-261-0008,-1,SALE,2025-12-13 08:50:20,57
TXN-007631,57-903-6434,15,RESTOCK,2025-12-13 08:50:20,71
TXN-017111,92-152-5820,-4,SALE,2025-12-13 08:50:20,78
TXN-020194,03-833-3577,-1,SALE,2025-12-13 08:51:20,55
TXN-012937,75-672-4378,-2,SALE,2025-12-13 08:53:20,63
TXN-014005,06-068-6793,-4,SALE,2025-12-13 08:53:20,104
TXN-008816,91-553-1774,-3,SALE,2025-12-13 08:54:20,77
TXN-006648,00-440-9568,-2,SALE,2025-12-13 08:55:20,107
TXN-017337,48-427-0551,-5,SALE,2025-12-13 08:55:20,102
TXN-020394,25-522-6043,-7,SALE,2025-12-13 08:55:20,103
TXN-011928,49-730-0159,-1,SALE,2025-12-13 08:58:20,93
TXN-016178,96-682-8546,-2,SALE,2025-12-13 08:58:20,93
TXN-006472,16-380-0753,-1,SALE,2025-12-13 09:00:20,36
TXN-015143,41-526-4036,-5,SALE,2025-12-13 09:00:20,62
TXN-010617,12-714-5135,-4,SALE,2025-12-13 09:02:20,65
TXN-005712,69-287-9113,-1,SALE,2025-12-13 09:03:20,105
TXN-020920,63-897-8088,-2,SALE,2025-12-13 09:03:20,68
TXN-000387,76-854-0095,-2,SALE,2025-12-13 09:06:20,80
TXN-001175,40-751-8635,-5,SALE,2025-12-13 09:06:20,122
TXN-011348,38-655-2312,-6,SALE,2025-12-13 09:06:20,67
TXN-014678,48-770-6319,-4,SALE,2025-12-13 09:07:20,68
TXN-014850,25-353-2067,-2,SALE,2025-12-13 09:09:20,81
TXN-001690,07-970-9352,-2,SALE,2025-12-13 09:11:20,93
TXN-017083,54-758-4622,-6,SALE,2025-12-13 09:11:20,111
TXN-020950,24-986-5091,-1,SALE,2025-12-13 09:11:20,87
TXN-011349,38-655-2312,87,RESTOCK,2025-12-13 09:12:20,154
TXN-015921,07-846-4804,-1,SALE,2025-12-13 09:12:20,89
TXN-019425,33-378-1365,-6,SALE,2025-12-13 09:15:20,55
TXN-018675,82-931-7126,18,RESTOCK,2025-12-13 09:18:20,87
TXN-000804,70-612-2531,39,RESTOCK,2025-12-13 09:20:20,84
TXN-002757,14-305-9690,-2,SALE,2025-12-13 09:22:20,56
TXN-021361,79-920-2395,-3,SALE,2025-12-13 09:25:20,99
TXN-006417,29-756-7042,-1,SALE,2025-12-13 09:26:20,95
TXN-019369,20-031-0532,-8,SALE,2025-12-13 09:26:20,25
TXN-022308,43-851-9440,-5,SALE,2025-12-13 09:26:20,86
TXN-019226,65-867-4029,-1,SALE,2025-12-13 09:27:20,104
TXN-019954,89-624-7462,-5,SALE,2025-12-13 09:28:20,23
TXN-014880,93-218-8108,-6,SALE,2025-12-13 09:30:20,83
TXN-000630,16-499-5059,-4,SALE,2025-12-13 09:31:20,79
TXN-006081,92-791-0606,2,RESTOCK,2025-12-13 09:31:20,58
TXN-007573,17-002-4721,-1,SALE,2025-12-13 09:33:20,37
TXN-010324,43-910-2342,-2,SALE,2025-12-13 09:34:20,124
TXN-002484,67-546-1568,-4,SALE,2025-12-13 09:37:20,96
TXN-003942,34-075-0371,-6,SALE,2025-12-13 09:38:20,76
TXN-007610,22-319-1377,-1,SALE,2025-12-13 09:38:20,40
TXN-004791,87-675-1506,-4,SALE,2025-12-13 09:39:20,51
TXN-013344,10-137-9759,-6,SALE,2025-12-13 09:39:20,96
TXN-001788,39-232-5341,-2,SALE,2025-12-13 09:40:20,45
TXN-019776,22-760-4605,-1,SALE,2025-12-13 09:40:20,100
TXN-012967,66-806-6051,-4,SALE,2025-12-13 09:44:20,71
TXN-014618,26-629-5920,-1,SALE,2025-12-13 09:44:20,99
TXN-002035,70-871-4536,-5,SALE,2025-12-13 09:47:20,44
TXN-016382,80-698-0324,-1,SALE,2025-12-13 09:48:20,92
TXN-004825,67-027-7269,-5,SALE,2025-12-13 09:51:20,43
TXN-003489,48-957-6116,9,RESTOCK,2025-12-13 09:53:20,48
TXN-003777,98-235-2711,7,RESTOCK,2025-12-13 09:53:20,30
TXN-005864,28-008-2951,-2,SALE,2025-12-13 09:53:20,100
TXN-017758,17-265-1899,-7,SALE,2025-12-13 09:53:20,107
TXN-014274,20-283-0111,-3,SALE,2025-12-13 09:54:20,54
TXN-020712,58-005-5343,-7,SALE,2025-12-13 09:54:20,113
TXN-005121,46-753-8430,-5,SALE,2025-12-13 09:55:20,110
TXN-012516,15-144-9413,-4,SALE,2025-12-13 10:00:20,59
TXN-003074,51-572-5497,-2,SALE,2025-12-13 10:03:20,111
TXN-021305,79-494-2472,-2,SALE,2025-12-13 10:06:20,62
TXN-002848,74-587-2065,-1,SALE,2025-12-13 10:09:20,26
TXN-019244,89-328-9019,-1,SALE,2025-12-13 10:10:20,100
TXN-018891,00-366-9496,-5,SALE,2025-12-13 10:11:20,64
TXN-004857,72-066-4597,52,RESTOCK,2025-12-13 10:14:20,88
TXN-016756,10-617-7581,-3,SALE,2025-12-13 10:14:20,82
TXN-008507,04-001-1793,-8,SALE,2025-12-13 10:17:20,82
TXN-010590,88-977-0175,-3,SALE,2025-12-13 10:17:20,112
TXN-012680,29-135-0791,-4,SALE,2025-12-13 10:18:20,59
TXN-013431,10-445-0741,-3,SALE,2025-12-13 10:18:20,99
TXN-005624,40-021-2400,-5,SALE,2025-12-13 10:22:20,35
TXN-016739,53-710-7630,-2,SALE,2025-12-13 10:23:20,112
TXN-010794,71-436-5841,-3,SALE,2025-12-13 10:24:20,88
TXN-002284,60-343-7973,-2,SALE,2025-12-13 10:25:20,91
TXN-005374,32-933-0329,-2,SALE,2025-12-13 10:25:20,71
TXN-021014,28-107-4953,-3,SALE,2025-12-13 10:25:20,83
TXN-009147,76-090-4411,-2,SALE,2025-12-13 10:27:20,107
TXN-011176,08-961-3009,-3,SALE,2025-12-13 10:28:20,57
TXN-000247,11-073-0189,-5,SALE,2025-12-13 10:30:20,111
TXN-007430,74-943-9034,34,RESTOCK,2025-12-13 10:30:20,120
TXN-003339,81-605-6246,-1,SALE,2025-12-13 10:32:20,78
TXN-007660,65-145-9672,-5,SALE,2025-12-13 10:32:20,112
TXN-003987,46-931-6897,26,RESTOCK,2025-12-13 10:33:20,54
TXN-008033,85-207-4164,-1,SALE,2025-12-13 10:33:20,107
TXN-021061,68-436-1268,-2,SALE,2025-12-13 10:34:20,111
TXN-008199,82-342-7339,-1,SALE,2025-12-13 10:35:20,102
TXN-011463,56-894-3733,-1,SALE,2025-12-13 10:35:20,95
TXN-013036,07-389-5740,-6,SALE,2025-12-13 10:36:20,133
TXN-018106,65-780-5622,-2,SALE,2025-12-13 10:36:20,73
TXN-009796,58-122-2282,-3,SALE,2025-12-13 10:38:20,74
TXN-015187,98-499-2220,-2,SALE,2025-12-13 10:39:20,41
TXN-005019,79-400-6216,13,RESTOCK,2025-12-13 10:40:20,66
TXN-000084,21-120-6238,-3,SALE,2025-12-13 10:41:20,66
TXN-018378,27-495-1912,-6,SALE,2025-12-13 10:41:20,31
TXN-007746,39-768-8205,-6,SALE,2025-12-13 10:42:20,104
TXN-014390,53-667-4109,-1,SALE,2025-12-13 10:44:20,95
TXN-019280,24-478-8277,-1,SALE,2025-12-13 10:44:20,42
TXN-006985,49-311-3063,-2,SALE,2025-12-13 10:46:20,106
TXN-019623,39-913-2999,-5,SALE,2025-12-13 10:49:20,131
TXN-018289,85-781-5386,-1,SALE,2025-12-13 10:50:20,88
TXN-019149,98-546-7398,-2,SALE,2025-12-13 10:50:20,73
TXN-011318,68-636-4774,-2,SALE,2025-12-13 10:51:20,83
TXN-020671,04-637-8815,-3,SALE,2025-12-13 10:51:20,93
TXN-011773,95-090-2788,-8,SALE,2025-12-13 10:52:20,94
TXN-007379,78-362-8578,-1,SALE,2025-12-13 10:53:20,78
TXN-022225,37-610-1999,-2,SALE,2025-12-13 10:53:20,113
TXN-005798,34-928-2775,-5,SALE,2025-12-13 10:54:20,34
TXN-011002,95-357-2870,-2,SALE,2025-12-13 10:55:20,103
TXN-022078,84-327-7787,-1,SALE,2025-12-13 10:55:20,115
TXN-010631,43-153-8268,-5,SALE,2025-12-13 10:56:20,131
TXN-016685,24-989-3302,16,RESTOCK,2025-12-13 10:57:20,101
TXN-015202,50-930-4751,-5,SALE,2025-12-13 10:58:20,137
TXN-011696,33-807-7247,-1,SALE,2025-12-13 11:01:20,63
TXN-010567,76-623-7844,-3,SALE,2025-12-13 11:02:20,116
TXN-019477,71-015-9181,-4,SALE,2025-12-13 11:03:20,70
TXN-016590,28-433-8533,-1,SALE,2025-12-13 11:04:20,96
TXN-010201,99-543-5039,-7,SALE,2025-12-13 11:05:20,94
TXN-000346,82-041-7211,-3,SALE,2025-12-13 11:06:20,65
TXN-010409,76-264-0748,-2,SALE,2025-12-13 11:06:20,54
TXN-021039,46-083-7058,-1,SALE,2025-12-13 11:06:20,115
TXN-004579,30-832-5429,-3,SALE,2025-12-13 11:07:20,59
TXN-008129,93-966-7754,-1,SALE,2025-12-13 11:07:20,67
TXN-004885,31-627-6025,-1,SALE,2025-12-13 11:08:20,69
TXN-007209,56-635-6764,-1,SALE,2025-12-13 11:10:20,89
TXN-004054,47-578-4161,-2,SALE,2025-12-13 11:11:20,153
TXN-018337,28-986-8001,-2,SALE,2025-12-13 11:12:20,74
TXN-006757,94-020-6982,-2,SALE,2025-12-13 11:14:20,91
TXN-015372,01-820-5784,-1,SALE,2025-12-13 11:14:20,60
TXN-015942,70-542-4269,-2,SALE,2025-12-13 11:14:20,59
TXN-003488,48-957-6116,-2,SALE,2025-12-13 11:15:20,39
TXN-017304,80-039-1261,-4,SALE,2025-12-13 11:17:20,64
TXN-016628,45-634-0679,-2,SALE,2025-12-13 11:18:20,118
TXN-021178,07-337-9889,-4,SALE,2025-12-13 11:19:20,104
TXN-006852,05-498-7751,-4,SALE,2025-12-13 11:20:20,48
TXN-006793,00-405-7428,-1,SALE,2025-12-13 11:21:20,76
TXN-006618,60-771-0879,-6,SALE,2025-12-13 11:22:20,100
TXN-015547,02-559-8196,-2,SALE,2025-12-13 11:25:20,56
TXN-019685,40-630-1431,-3,SALE,2025-12-13 11:25:20,63
TXN-007330,81-578-7404,-5,SALE,2025-12-13 11:26:20,75
TXN-020842,85-806-8672,-2,SALE,2025-12-13 11:26:20,140
TXN-009180,09-622-7119,-7,SALE,2025-12-13 11:27:20,91
TXN-008437,90-303-1821,-1,SALE,2025-12-13 11:30:20,45
TXN-010846,65-368-2479,-8,SALE,2025-12-13 11:30:20,24
TXN-001334,41-729-5410,-2,SALE,2025-12-13 11:34:20,103
TXN-006588,87-199-2743,-1,SALE,2025-12-13 11:34:20,163
TXN-013809,82-948-2298,-5,SALE,2025-12-13 11:34:20,136
TXN-018132,94-598-3383,-1,SALE,2025-12-13 11:34:20,98
TXN-003435,39-479-5147,-2,SALE,2025-12-13 11:36:20,112
TXN-019598,19-377-5021,-5,SALE,2025-12-13 11:37:20,151
TXN-022505,31-745-6850,-4,SALE,2025-12-13 11:40:20,100
TXN-020045,40-913-9772,-4,SALE,2025-12-13 11:41:20,51
TXN-005202,76-954-1442,-3,SALE,2025-12-13 11:42:20,127
TXN-006952,01-903-5373,-2,SALE,2025-12-13 11:43:20,91
TXN-010297,83-321-7887,-5,SALE,2025-12-13 11:44:20,133
TXN-017259,01-026-2772,-4,SALE,2025-12-13 11:44:20,102
TXN-013751,36-899-5324,-4,SALE,2025-12-13 11:45:20,102
TXN-000834,26-161-6692,-3,SALE,2025-12-13 11:50:20,89
TXN-011581,35-621-2546,-5,SALE,2025-12-13 11:50:20,106
TXN-009335,61-796-6540,-1,SALE,2025-12-13 11:52:20,91
TXN-019338,44-546-5713,-1,SALE,2025-12-13 11:57:20,89
TXN-006904,27-389-3529,-3,SALE,2025-12-13 11:58:20,116
TXN-015808,10-378-9729,-2,SALE,2025-12-13 12:00:20,87
TXN-019715,15-797-4824,-3,SALE,2025-12-13 12:00:20,30
TXN-006884,55-631-7937,-2,SALE,2025-12-13 12:01:20,114
TXN-013362,69-171-1305,-1,SALE,2025-12-13 12:01:20,46
TXN-010768,32-987-5559,-2,SALE,2025-12-13 12:02:20,148
TXN-000426,66-627-9752,-5,SALE,2025-12-13 12:06:20,60
TXN-007803,29-823-6004,-1,SALE,2025-12-13 12:06:20,132
TXN-011871,17-493-4579,-1,SALE,2025-12-13 12:06:20,88
TXN-012614,53-146-9979,-3,SALE,2025-12-13 12:07:20,40
TXN-017711,94-071-2261,-2,SALE,2025-12-13 12:08:20,90
TXN-015121,55-154-4728,-2,SALE,2025-12-13 12:10:20,75
TXN-000544,02-508-3777,-5,SALE,2025-12-13 12:11:20,121
TXN-001419,75-152-8731,-2,SALE,2025-12-13 12:11:20,82
TXN-007876,03-919-9890,-4,SALE,2025-12-13 12:14:20,72
TXN-018509,93-682-2069,-7,SALE,2025-12-13 12:15:20,85
TXN-000115,39-629-5554,-2,SALE,2025-12-13 12:17:20,90
TXN-004284,96-503-7712,-7,SALE,2025-12-13 12:17:20,90
TXN-016213,68-732-5919,-1,SALE,2025-12-13 12:17:20,79
