sku_id,product_name,category,quantity,velocity,status,icon
24-228-6840,Herbal Tea,Beverages,27,34,Stocked,coffee
52-392-5312,All-Purpose Flour,Grains & Pulses,50,87,Stocked,grain
36-531-4087,Almond Flour,Grains & Pulses,85,26,Stocked,grain
39-810-2042,Rice Flour,Grains & Pulses,24,98,Stocked,grain
55-164-7723,Halibut,Seafood,82,66,Stocked,set_meal
61-680-9496,Apple,Fruits & Vegetables,17,36,Stocked,nutrition
24-143-4957,Canola Oil,Oils & Fats,25,72,Critical,water_drop
26-456-1992,Tilapia,Seafood,56,65,Low,set_meal
62-998-7250,Evaporated Milk,Dairy,72,52,Stocked,egg
38-617-7226,Mushrooms,Fruits & Vegetables,65,54,Stocked,nutrition
00-366-9496,Grapes,Fruits & Vegetables,30,63,Low,nutrition
76-027-4850,Onion,Fruits & Vegetables,39,25,Stocked,nutrition
27-269-5260,Pineapple,Fruits & Vegetables,14,74,Critical,nutrition
40-126-0515,Carrot,Fruits & Vegetables,74,91,Stocked,nutrition
31-387-5020,Parmesan Cheese,Dairy,63,37,Stocked,egg
13-673-7016,Peach,Fruits & Vegetables,47,36,Low,nutrition
85-212-2729,Egg (Turkey),Dairy,42,61,Low,egg
99-048-8310,Tomato,Fruits & Vegetables,32,80,Low,nutrition
19-112-1616,Lettuce,Fruits & Vegetables,88,25,Stocked,nutrition
98-546-7398,Yogurt,Dairy,80,41,Stocked,egg
63-874-9747,Orange,Fruits & Vegetables,36,25,Low,nutrition
58-946-5152,Bread Flour,Grains & Pulses,11,77,Critical,grain
65-867-4029,Peach,Fruits & Vegetables,40,92,Low,nutrition
89-328-9019,Bread Flour,Grains & Pulses,63,55,Stocked,grain
02-170-5225,Raw Sugar,Grains & Pulses,90,80,Stocked,grain
24-478-8277,Multigrain Bread,Bakery,47,30,Stocked,bakery_dining
91-290-9062,Digestive Biscuit,Bakery,29,80,Stocked,bakery_dining
44-546-5713,Peach,Fruits & Vegetables,94,24,Stocked,nutrition
20-031-0532,Mango,Fruits & Vegetables,32,84,Low,nutrition
48-242-8445,Plum,Fruits & Vegetables,40,45,Stocked,nutrition
33-378-1365,Egg (Goose),Dairy,50,76,Low,egg
57-763-5501,Cod,Seafood,72,54,Stocked,set_meal
71-015-9181,Pomegranate,Fruits & Vegetables,22,41,Low,nutrition
14-115-8371,Chocolate Biscuit,Bakery,23,97,Low,bakery_dining
83-568-3475,Halibut,Seafood,35,74,Low,set_meal
79-884-8810,Cucumber,Fruits & Vegetables,12,45,Critical,nutrition
50-772-2613,Cheddar Cheese,Dairy,86,100,Stocked,egg
19-377-5021,Mackerel,Seafood,91,90,Low,set_meal
39-913-2999,Evaporated Milk,Dairy,23,68,Critical,egg
46-911-1159,Onion,Fruits & Vegetables,98,46,Stocked,nutrition
40-630-1431,Cherry,Fruits & Vegetables,29,74,Low,nutrition
15-797-4824,Coconut,Fruits & Vegetables,32,38,Stocked,nutrition
37-248-6266,Pear,Fruits & Vegetables,84,64,Stocked,nutrition
22-760-4605,Yogurt,Dairy,86,83,Stocked,egg
80-020-8041,Black Rice,Grains & Pulses,11,49,Critical,grain
44-634-8292,Whole Wheat Flour,Grains & Pulses,60,51,Low,grain
19-610-2236,Whole Wheat Bread,Bakery,58,98,Stocked,bakery_dining
49-579-4325,Ricotta Cheese,Dairy,64,55,Low,egg
42-134-9798,Canola Oil,Oils & Fats,19,33,Critical,water_drop
84-546-7624,Cherry,Fruits & Vegetables,43,27,Stocked,nutrition
11-891-8213,Peanut Oil,Oils & Fats,38,41,Low,water_drop
03-597-9488,Buttermilk,Dairy,70,47,Stocked,egg
89-624-7462,Asparagus,Fruits & Vegetables,18,58,Stocked,nutrition
89-335-0155,Brown Rice,Grains & Pulses,46,48,Low,grain
59-725-4038,Arabica Coffee,Beverages,78,62,Stocked,coffee
78-953-2073,Canola Oil,Oils & Fats,53,83,Stocked,water_drop
91-426-3204,Haddock,Seafood,67,76,Low,set_meal
40-913-9772,Egg (Chicken),Dairy,36,68,Stocked,egg
89-922-4773,Whole Wheat Flour,Grains & Pulses,39,92,Low,grain
17-236-0566,Sweet Potato,Fruits & Vegetables,95,61,Stocked,nutrition
74-234-0628,Almond Flour,Grains & Pulses,12,56,Critical,grain
80-441-7249,Wild Rice,Grains & Pulses,98,31,Stocked,grain
54-708-7327,Jasmine Rice,Grains & Pulses,50,52,Stocked,grain
15-846-7959,Zucchini,Fruits & Vegetables,98,48,Stocked,nutrition
44-368-7112,Corn Oil,Oils & Fats,28,32,Low,water_drop
03-833-3577,Cucumber,Fruits & Vegetables,67,81,Stocked,nutrition
47-548-6500,Onion,Fruits & Vegetables,20,23,Critical,nutrition
12-342-4482,Trout,Seafood,67,66,Low,set_meal
07-834-3320,Egg (Quail),Dairy,94,100,Stocked,egg
16-187-5729,Black Tea,Beverages,45,90,Low,coffee
64-109-7362,Anchovies,Seafood,86,37,Stocked,set_meal
06-655-5498,Wild Rice,Grains & Pulses,72,51,Low,grain
24-975-4231,Green Beans,Fruits & Vegetables,31,55,Low,nutrition
98-652-9569,Butter Biscuit,Bakery,12,72,Stocked,bakery_dining
25-522-6043,Gouda Cheese,Dairy,71,77,Low,egg
28-275-5901,Anchovies,Seafood,64,49,Stocked,set_meal
96-164-0607,Coconut Oil,Oils & Fats,89,91,Stocked,water_drop
93-815-0565,Sesame Oil,Oils & Fats,50,53,Stocked,water_drop
63-918-8253,Mango,Fruits & Vegetables,53,41,Low,nutrition
57-167-0669,Haddock,Seafood,19,29,Critical,set_meal
52-402-9245,Broccoli,Fruits & Vegetables,89,93,Stocked,nutrition
17-647-0503,Cod,Seafood,96,97,Stocked,set_meal
67-984-5368,Parmesan Cheese,Dairy,52,31,Low,egg
77-827-0820,Sesame Oil,Oils & Fats,97,51,Stocked,water_drop
27-387-0428,Halibut,Seafood,88,92,Stocked,set_meal
79-350-5841,Jasmine Rice,Grains & Pulses,33,93,Low,grain
44-128-2185,Jasmine Rice,Grains & Pulses,98,51,Stocked,grain
48-789-9187,Peach,Fruits & Vegetables,45,84,Low,nutrition
21-809-7115,White Rice,Grains & Pulses,80,46,Low,grain
19-323-0506,Halibut,Seafood,68,75,Stocked,set_meal
04-637-8815,Apricot,Fruits & Vegetables,90,34,Low,nutrition
60-644-6596,Trout,Seafood,89,96,Stocked,set_meal
58-005-5343,Cucumber,Fruits & Vegetables,38,89,Low,nutrition
67-382-4435,Green Beans,Fruits & Vegetables,99,46,Stocked,nutrition
09-335-7793,Powdered Sugar,Grains & Pulses,66,30,Stocked,grain
46-496-2930,Pomegranate,Fruits & Vegetables,66,85,Stocked,nutrition
35-353-4068,Bread Flour,Grains & Pulses,64,33,Stocked,grain
45-050-4720,Black Rice,Grains & Pulses,18,85,Critical,grain
87-104-0187,Whole Wheat Flour,Grains & Pulses,86,52,Low,grain
85-806-8672,Black Tea,Beverages,35,39,Low,coffee
54-281-3746,Green Beans,Fruits & Vegetables,26,36,Low,nutrition
35-257-9312,Parmesan Cheese,Dairy,80,100,Low,egg
63-897-8088,Zucchini,Fruits & Vegetables,63,35,Stocked,nutrition
24-986-5091,Vanilla Biscuit,Bakery,89,83,Stocked,bakery_dining
17-504-3699,Sweet Potato,Fruits & Vegetables,80,98,Stocked,nutrition
23-395-3157,Vegetable Oil,Oils & Fats,41,55,Low,water_drop
28-107-4953,Chocolate Biscuit,Bakery,53,82,Stocked,bakery_dining
46-083-7058,Haddock,Seafood,61,34,Low,set_meal
68-436-1268,Egg (Duck),Dairy,70,95,Low,egg
93-198-5984,Mango,Fruits & Vegetables,73,50,Stocked,nutrition
24-571-1080,Kale,Fruits & Vegetables,60,21,Stocked,nutrition
73-874-7534,Pomegranate,Fruits & Vegetables,88,72,Stocked,nutrition
07-337-9889,Cauliflower,Fruits & Vegetables,95,49,Stocked,nutrition
28-197-9246,Powdered Sugar,Grains & Pulses,47,22,Stocked,grain
83-400-9746,Mozzarella Cheese,Dairy,24,58,Stocked,egg
24-579-6500,Anchovies,Seafood,93,81,Stocked,set_meal
64-418-8356,Sunflower Oil,Oils & Fats,80,98,Stocked,water_drop
15-884-7413,Apple,Fruits & Vegetables,77,63,Stocked,nutrition
79-494-2472,Green Beans,Fruits & Vegetables,42,39,Low,nutrition
36-177-0573,Egg (Turkey),Dairy,92,78,Stocked,egg
79-920-2395,Mushrooms,Fruits & Vegetables,81,92,Stocked,nutrition
96-961-2193,Jasmine Rice,Grains & Pulses,46,36,Stocked,grain
69-578-7930,Brown Rice,Grains & Pulses,44,44,Low,grain
40-205-8252,Multigrain Bread,Bakery,38,45,Stocked,bakery_dining
18-107-7886,Evaporated Milk,Dairy,64,74,Stocked,egg
35-328-8392,Long Grain Rice,Grains & Pulses,39,20,Stocked,grain
21-650-9319,White Bread,Bakery,42,67,Low,bakery_dining
99-894-4351,White Sugar,Grains & Pulses,29,58,Low,grain
63-168-6018,Cucumber,Fruits & Vegetables,60,74,Low,nutrition
26-000-1012,Parmesan Cheese,Dairy,65,69,Stocked,egg
13-900-9016,Bell Pepper,Fruits & Vegetables,89,38,Low,nutrition
88-408-0310,Corn Oil,Oils & Fats,50,28,Stocked,water_drop
73-997-6251,Bell Pepper,Fruits & Vegetables,94,44,Stocked,nutrition
50-679-2072,Canola Oil,Oils & Fats,97,82,Stocked,water_drop
89-673-1543,Digestive Biscuit,Bakery,72,85,Low,bakery_dining
56-937-8675,Cream,Dairy,62,41,Low,egg
14-836-2894,Apple,Fruits & Vegetables,44,41,Low,nutrition
87-903-3486,Peanut Oil,Oils & Fats,21,79,Low,water_drop
07-617-6934,Coconut Sugar,Grains & Pulses,91,48,Stocked,grain
31-403-6234,Tuna,Seafood,87,22,Stocked,set_meal
29-092-3453,Spinach,Fruits & Vegetables,61,31,Stocked,nutrition
34-709-9237,Carrot,Fruits & Vegetables,61,26,Low,nutrition
13-962-6263,Sweet Potato,Fruits & Vegetables,49,97,Stocked,nutrition
06-731-2162,Lemon,Fruits & Vegetables,87,61,Stocked,nutrition
10-768-2443,Multigrain Bread,Bakery,93,56,Stocked,bakery_dining
36-372-2295,Basmati Rice,Grains & Pulses,55,37,Stocked,grain
34-538-1180,Sour Cream,Dairy,29,23,Low,egg
98-148-0940,Egg (Chicken),Dairy,63,67,Stocked,egg
38-390-2115,Potato,Fruits & Vegetables,42,43,Low,nutrition
02-974-8526,Onion,Fruits & Vegetables,74,97,Stocked,nutrition
29-377-7040,Short Grain Rice,Grains & Pulses,22,68,Critical,grain
84-327-7787,Egg (Chicken),Dairy,83,94,Stocked,egg
82-231-4245,Wild Rice,Grains & Pulses,32,69,Low,grain
70-005-5970,Apple,Fruits & Vegetables,84,66,Stocked,nutrition
63-936-0145,Plum,Fruits & Vegetables,22,70,Low,nutrition
08-196-2703,Peas,Fruits & Vegetables,100,86,Stocked,nutrition
22-778-3553,Cheddar Cheese,Dairy,36,30,Low,egg
37-610-1999,Halibut,Seafood,14,71,Critical,set_meal
09-618-2842,White Sugar,Grains & Pulses,38,52,Low,grain
28-968-4195,Eggplant,Fruits & Vegetables,97,22,Stocked,nutrition
55-680-0982,Green Tea,Beverages,64,25,Low,coffee
43-851-9440,Lime,Fruits & Vegetables,14,100,Critical,nutrition
14-331-3739,Avocado Oil,Oils & Fats,24,99,Critical,water_drop
54-830-6971,Tilapia,Seafood,100,85,Stocked,set_meal
53-008-2419,Jasmine Rice,Grains & Pulses,62,31,Stocked,grain
39-358-3340,Basmati Rice,Grains & Pulses,71,60,Stocked,grain
28-146-2641,Parmesan Cheese,Dairy,38,35,Low,egg
83-556-0996,Powdered Sugar,Grains & Pulses,88,95,Stocked,grain
53-805-9523,Sourdough Bread,Bakery,40,54,Stocked,bakery_dining
82-977-7752,Spinach,Fruits & Vegetables,88,58,Stocked,nutrition
62-393-9939,Cheddar Cheese,Dairy,60,95,Stocked,egg
31-745-6850,Cabbage,Fruits & Vegetables,94,98,Stocked,nutrition
86-692-2312,Avocado Oil,Oils & Fats,30,22,Low,water_drop
28-044-4102,Papaya,Fruits & Vegetables,19,91,Low,nutrition
