alert_id,type,title,message,item_id,time_ago,risk_score
ALT-0727,critical,Product Expired,Sourdough Bread expired on 7/12/2024,62-100-2245,23 hours ago,95
ALT-0728,critical,Product Expired,Cheese expired on 9/8/2024,08-961-3009,10 hours ago,95
ALT-0729,critical,Product Expired,Bell Pepper expired on 2/24/2025,33-440-2588,4 hours ago,95
ALT-0730,critical,Product Expired,White Tea expired on 2/6/2025,24-009-1208,12 hours ago,95
ALT-0731,critical,Product Expired,Broccoli expired on 5/1/2024,71-300-2191,18 hours ago,95
ALT-0733,critical,Product Expired,Peach expired on 3/6/2024,74-430-8245,22 hours ago,95
ALT-0735,critical,Product Expired,Carrot expired on 2/19/2025,68-636-4774,15 hours ago,95
ALT-0736,critical,Product Expired,Kale expired on 10/18/2024,38-655-2312,20 hours ago,95
ALT-0737,critical,Product Expired,Arabica Coffee expired on 11/21/2024,16-632-1308,12 hours ago,95
ALT-0739,critical,Product Expired,Milk expired on 11/9/2024,37-606-0510,2 hours ago,95
ALT-0741,critical,Product Expired,Sunflower Oil expired on 12/1/2024,36-296-9609,21 hours ago,95
ALT-0742,critical,Product Expired,Watermelon expired on 9/19/2024,22-329-7791,14 hours ago,95
ALT-0743,critical,Product Expired,Yogurt expired on 2/2/2025,56-894-3733,13 hours ago,95
ALT-0745,critical,Product Expired,Sesame Oil expired on 1/16/2025,06-858-5680,13 hours ago,95
ALT-0746,critical,Product Expired,Anchovies expired on 7/26/2024,71-954-4501,2 hours ago,95
ALT-0748,critical,Product Expired,Corn Oil expired on 11/21/2024,12-046-2988,1 hour ago,95
ALT-0750,critical,Product Expired,Grapes expired on 1/29/2025,95-356-1566,16 hours ago,95
ALT-0752,critical,Product Expired,Digestive Biscuit expired on 2/13/2025,34-291-4939,20 hours ago,95
ALT-0754,critical,Product Expired,Swiss Cheese expired on 2/15/2025,35-621-2546,1 hour ago,95
ALT-0756,critical,Product Expired,Cabbage expired on 11/10/2024,21-013-3508,18 hours ago,95
ALT-0757,critical,Product Expired,Oatmeal Biscuit expired on 5/9/2024,38-049-9319,11 hours ago,95
ALT-0759,critical,Product Expired,Sourdough Bread expired on 7/7/2024,94-697-2396,15 hours ago,95
ALT-0760,critical,Product Expired,Mozzarella Cheese expired on 1/3/2025,33-807-7247,20 hours ago,95
ALT-0762,critical,Product Expired,Rice Flour expired on 2/6/2025,62-816-8794,13 hours ago,95
ALT-0763,critical,Product Expired,Pineapple expired on 6/27/2024,33-507-9886,15 hours ago,95
ALT-0765,critical,Product Expired,White Sugar expired on 10/11/2024,40-003-7322,18 hours ago,95
ALT-0766,critical,Product Expired,Sesame Oil expired on 8/26/2024,95-090-2788,21 hours ago,95
ALT-0767,critical,Product Expired,Egg (Goose) expired on 3/16/2024,06-503-5891,13 hours ago,95
ALT-0768,critical,Product Expired,Black Coffee expired on 3/8/2024,38-555-9147,3 hours ago,95
ALT-0769,critical,Product Expired,Peanut Oil expired on 8/30/2024,64-854-8664,18 hours ago,95
ALT-0771,critical,Product Expired,Peas expired on 12/10/2024,50-942-2409,21 hours ago,95
ALT-0772,critical,Product Expired,Almond Flour expired on 5/28/2024,17-493-4579,4 hours ago,95
ALT-0773,critical,Product Expired,Canola Oil expired on 11/26/2024,10-854-5467,7 hours ago,95
ALT-0774,critical,Product Expired,Canola Oil expired on 5/29/2024,11-604-6002,15 hours ago,95
ALT-0776,critical,Product Expired,Butter expired on 8/29/2024,44-305-1866,22 hours ago,95
ALT-0777,critical,Product Expired,Cream expired on 8/26/2024,49-730-0159,13 hours ago,95
ALT-0778,critical,Product Expired,Zucchini expired on 1/17/2025,70-534-7796,20 hours ago,95
ALT-0779,critical,Product Expired,Green Coffee expired on 10/30/2024,95-738-4658,11 hours ago,95
ALT-0781,critical,Product Expired,Milk expired on 9/18/2024,20-405-4865,17 hours ago,95
ALT-0783,critical,Product Expired,Cabbage expired on 12/30/2024,79-428-8753,4 hours ago,95
ALT-0785,critical,Product Expired,Coconut Sugar expired on 3/30/2024,10-626-8536,4 hours ago,95
ALT-0786,critical,Product Expired,Sesame Oil expired on 6/4/2024,27-216-9671,17 hours ago,95
ALT-0788,critical,Product Expired,All-Purpose Flour expired on 5/13/2024,14-489-8669,4 hours ago,95
ALT-0789,critical,Product Expired,Whipped Cream expired on 5/23/2024,46-632-8420,9 hours ago,95
ALT-0790,critical,Product Expired,Herbal Tea expired on 3/16/2024,39-192-3521,10 hours ago,95
ALT-0791,critical,Product Expired,Haddock expired on 3/8/2024,94-528-8088,22 hours ago,95
ALT-0793,critical,Product Expired,Green Coffee expired on 8/16/2024,74-305-1263,17 hours ago,95
ALT-0795,critical,Product Expired,Grapes expired on 4/20/2024,53-151-5726,20 hours ago,95
ALT-0796,critical,Product Expired,Cheddar Cheese expired on 1/28/2025,02-085-7218,3 hours ago,95
ALT-0798,critical,Product Expired,Basmati Rice expired on 4/4/2024,77-777-4536,2 hours ago,95
ALT-0799,critical,Product Expired,White Tea expired on 8/10/2024,86-482-6451,2 hours ago,95
ALT-0800,critical,Product Expired,Ricotta Cheese expired on 7/31/2024,36-127-4273,8 hours ago,95
ALT-0801,critical,Product Expired,Trout expired on 6/27/2024,03-061-1344,8 hours ago,95
ALT-0803,critical,Product Expired,Egg (Duck) expired on 3/21/2024,97-300-7511,11 hours ago,95
ALT-0804,critical,Product Expired,White Bread expired on 12/25/2024,83-108-1174,23 hours ago,95
ALT-0805,critical,Product Expired,Cauliflower expired on 5/30/2024,38-664-2155,9 hours ago,95
ALT-0806,critical,Product Expired,Arabica Coffee expired on 3/20/2024,80-459-5950,13 hours ago,95
ALT-0807,critical,Product Expired,Pineapple expired on 6/26/2024,93-015-0811,10 hours ago,95
ALT-0808,critical,Product Expired,Cauliflower expired on 2/4/2025,02-888-9412,4 hours ago,95
ALT-0810,critical,Product Expired,Egg (Turkey) expired on 1/3/2025,10-218-2680,16 hours ago,95
ALT-0812,critical,Product Expired,Peas expired on 6/30/2024,30-964-2694,16 hours ago,95
ALT-0813,critical,Product Expired,Strawberries expired on 7/29/2024,15-144-9413,11 hours ago,95
ALT-0815,critical,Product Expired,Greek Yogurt expired on 6/20/2024,17-253-5688,14 hours ago,95
ALT-0816,critical,Product Expired,Papaya expired on 12/14/2024,31-608-1445,20 hours ago,95
ALT-0818,critical,Product Expired,Sardines expired on 1/31/2025,51-934-9117,19 hours ago,95
ALT-0820,critical,Product Expired,Sesame Oil expired on 12/12/2024,72-810-9753,13 hours ago,95
ALT-0821,critical,Product Expired,Powdered Sugar expired on 8/8/2024,53-146-9979,4 hours ago,95
ALT-0823,critical,Product Expired,Jasmine Rice expired on 7/23/2024,46-622-3434,20 hours ago,95
ALT-0825,critical,Product Expired,Cauliflower expired on 12/27/2024,47-843-8207,3 hours ago,95
ALT-0826,critical,Product Expired,Jasmine Rice expired on 1/11/2025,29-135-0791,6 hours ago,95
ALT-0828,critical,Product Expired,Plum expired on 10/10/2024,45-194-4094,13 hours ago,95
ALT-0829,critical,Product Expired,Grapes expired on 9/30/2024,09-712-3630,21 hours ago,95
ALT-0831,critical,Product Expired,Papaya expired on 9/17/2024,56-213-0577,6 hours ago,95
ALT-0832,critical,Product Expired,Sushi Rice expired on 4/18/2024,78-956-4737,21 hours ago,95
ALT-0833,critical,Product Expired,Digestive Biscuit expired on 9/17/2024,29-436-6570,18 hours ago,95
ALT-0834,critical,Product Expired,Rye Bread expired on 6/8/2024,04-038-1547,21 hours ago,95
ALT-0836,critical,Product Expired,Chocolate Biscuit expired on 12/6/2024,76-476-9996,7 hours ago,95
ALT-0837,critical,Product Expired,Arabica Coffee expired on 1/25/2025,43-469-7551,15 hours ago,95
ALT-0839,critical,Product Expired,Bread Flour expired on 4/18/2024,15-169-8058,5 hours ago,95
ALT-0841,critical,Product Expired,Almond Flour expired on 7/20/2024,37-567-3218,17 hours ago,95
ALT-0843,critical,Product Expired,Robusta Coffee expired on 2/25/2024,92-455-2959,2 hours ago,95
ALT-0844,critical,Product Expired,Pomegranate expired on 6/5/2024,75-672-4378,2 hours ago,95
ALT-0845,critical,Product Expired,Yogurt expired on 5/23/2024,66-806-6051,11 hours ago,95
ALT-0847,critical,Product Expired,Grapes expired on 10/10/2024,65-527-9488,22 hours ago,95
ALT-0848,critical,Product Expired,Mackerel expired on 3/14/2024,36-840-2728,23 hours ago,95
ALT-0850,critical,Product Expired,Egg (Quail) expired on 7/17/2024,07-389-5740,23 hours ago,95
ALT-0852,critical,Product Expired,Eggplant expired on 9/7/2024,13-144-2169,5 hours ago,95
ALT-0853,critical,Product Expired,Egg (Turkey) expired on 12/20/2024,13-798-3397,5 hours ago,95
ALT-0854,critical,Product Expired,Oatmeal Biscuit expired on 4/26/2024,85-806-0613,11 hours ago,95
ALT-0855,critical,Product Expired,Cauliflower expired on 12/22/2024,67-248-6306,14 hours ago,95
ALT-0857,critical,Product Expired,Egg (Duck) expired on 7/27/2024,47-866-6589,11 hours ago,95
ALT-0858,critical,Product Expired,Orange expired on 8/4/2024,91-127-7489,13 hours ago,95
ALT-0860,critical,Product Expired,Avocado Oil expired on 10/6/2024,90-343-9640,20 hours ago,95
ALT-0861,critical,Product Expired,Chocolate Biscuit expired on 7/16/2024,01-018-6418,17 hours ago,95
ALT-0862,critical,Product Expired,Swiss Cheese expired on 6/19/2024,80-375-9075,2 hours ago,95
ALT-0863,critical,Product Expired,Garlic expired on 6/14/2024,80-227-6886,6 hours ago,95
ALT-0865,critical,Product Expired,Cauliflower expired on 10/28/2024,15-562-3712,2 hours ago,95
ALT-0866,critical,Product Expired,Watermelon expired on 3/10/2024,10-137-9759,14 hours ago,95
ALT-0867,critical,Product Expired,Brown Rice expired on 10/11/2024,69-171-1305,16 hours ago,95
ALT-0868,critical,Product Expired,Asparagus expired on 12/19/2024,83-117-7658,20 hours ago,95
ALT-0869,critical,Product Expired,Cauliflower expired on 4/8/2024,74-642-2435,1 hour ago,95
ALT-0870,critical,Product Expired,Anchovies expired on 3/31/2024,10-445-0741,11 hours ago,95
ALT-0871,critical,Product Expired,Mango expired on 12/10/2024,80-658-6456,23 hours ago,95
ALT-0872,critical,Product Expired,Haddock expired on 4/28/2024,81-354-4203,21 hours ago,95
ALT-0873,critical,Product Expired,Pomegranate expired on 12/2/2024,08-573-9997,12 hours ago,95
ALT-0874,critical,Product Expired,Green Coffee expired on 9/26/2024,74-610-2295,19 hours ago,95
ALT-0876,critical,Product Expired,Evaporated Milk expired on 2/14/2025,76-070-1411,10 hours ago,95
ALT-0878,critical,Product Expired,Apricot expired on 7/22/2024,61-582-7399,15 hours ago,95
ALT-0880,critical,Product Expired,Whole Wheat Flour expired on 6/6/2024,42-674-3917,11 hours ago,95
ALT-0882,critical,Product Expired,Avocado Oil expired on 7/1/2024,05-899-1428,11 hours ago,95
ALT-0883,critical,Product Expired,Mango expired on 2/12/2025,74-548-9313,3 hours ago,95
ALT-0884,critical,Product Expired,Asparagus expired on 9/16/2024,20-448-2972,23 hours ago,95
ALT-0886,critical,Product Expired,Eggplant expired on 5/17/2024,63-162-9244,10 hours ago,95
ALT-0888,critical,Product Expired,Grapes expired on 12/4/2024,91-417-0366,8 hours ago,95
ALT-0890,critical,Product Expired,Sesame Oil expired on 7/17/2024,60-311-5701,9 hours ago,95
ALT-0891,critical,Product Expired,Orange expired on 12/19/2024,36-899-5324,16 hours ago,95
ALT-0893,critical,Product Expired,Sardines expired on 4/8/2024,22-266-9291,8 hours ago,95
ALT-0895,critical,Product Expired,Peanut Oil expired on 1/1/2025,76-584-4790,15 hours ago,95
ALT-0897,critical,Product Expired,Kiwi expired on 11/21/2024,82-948-2298,2 hours ago,95
ALT-0898,critical,Product Expired,Palm Oil expired on 2/24/2025,97-283-4840,21 hours ago,95
ALT-0899,critical,Product Expired,Plum expired on 12/3/2024,17-395-1121,14 hours ago,95
ALT-0900,critical,Product Expired,Cauliflower expired on 1/22/2025,74-132-5528,3 hours ago,95
ALT-0902,critical,Product Expired,Coconut Oil expired on 4/8/2024,52-029-2382,7 hours ago,95
ALT-0903,critical,Product Expired,Cherry expired on 6/28/2024,11-053-0107,23 hours ago,95
ALT-0904,critical,Product Expired,Cauliflower expired on 5/14/2024,99-194-5600,18 hours ago,95
ALT-0906,critical,Product Expired,Vegetable Oil expired on 6/20/2024,48-289-0604,10 hours ago,95
ALT-0908,critical,Product Expired,Tuna expired on 4/29/2024,73-010-8323,22 hours ago,95
ALT-0910,critical,Product Expired,Buttermilk expired on 8/15/2024,06-068-6793,23 hours ago,95
ALT-0912,critical,Product Expired,Lemon expired on 3/3/2024,56-054-8664,5 hours ago,95
ALT-0913,critical,Product Expired,Salmon expired on 5/17/2024,36-330-5036,9 hours ago,95
ALT-0914,critical,Product Expired,Egg (Quail) expired on 12/18/2024,65-674-6076,21 hours ago,95
ALT-0915,critical,Product Expired,Sushi Rice expired on 4/14/2024,87-013-6488,2 hours ago,95
ALT-0917,critical,Product Expired,Egg (Chicken) expired on 9/8/2024,95-449-1286,6 hours ago,95
ALT-0918,critical,Product Expired,Arborio Rice expired on 2/7/2025,95-640-0293,9 hours ago,95
ALT-0919,critical,Product Expired,Heavy Cream expired on 8/14/2024,08-495-6853,3 hours ago,95
ALT-0921,critical,Product Expired,Sushi Rice expired on 7/22/2024,42-495-7698,20 hours ago,95
ALT-0923,critical,Product Expired,Basmati Rice expired on 6/5/2024,83-727-0814,10 hours ago,95
ALT-0924,critical,Product Expired,Grapes expired on 9/8/2024,01-050-2246,15 hours ago,95
ALT-0925,critical,Product Expired,Swiss Cheese expired on 12/29/2024,07-858-5487,20 hours ago,95
ALT-0926,critical,Product Expired,Pear expired on 1/6/2025,20-283-0111,12 hours ago,95
ALT-0928,critical,Product Expired,Corn Oil expired on 1/7/2025,87-391-9658,16 hours ago,95
ALT-0930,critical,Product Expired,Raw Sugar expired on 11/17/2024,44-782-1395,16 hours ago,95
ALT-0932,critical,Product Expired,Mozzarella Cheese expired on 8/5/2024,12-828-1063,10 hours ago,95
ALT-0933,critical,Product Expired,Mushrooms expired on 10/28/2024,72-989-2512,18 hours ago,95
ALT-0935,critical,Product Expired,Onion expired on 5/24/2024,53-667-4109,2 hours ago,95
ALT-0936,critical,Product Expired,Banana expired on 1/20/2025,93-772-3085,12 hours ago,95
ALT-0937,critical,Product Expired,Zucchini expired on 10/1/2024,92-652-3737,10 hours ago,95
ALT-0939,critical,Product Expired,Cherry expired on 6/11/2024,74-404-0582,12 hours ago,95
ALT-0940,critical,Product Expired,Herbal Tea expired on 11/9/2024,19-244-9890,12 hours ago,95
ALT-0941,critical,Product Expired,Short Grain Rice expired on 9/2/2024,01-839-6534,7 hours ago,95
ALT-0943,critical,Product Expired,Cream expired on 9/28/2024,58-229-1358,13 hours ago,95
ALT-0944,critical,Product Expired,Grapes expired on 1/1/2025,80-025-6757,11 hours ago,95
ALT-0946,critical,Product Expired,Green Coffee expired on 11/2/2024,35-031-1497,3 hours ago,95
ALT-0947,critical,Product Expired,Rye Bread expired on 12/14/2024,26-629-5920,3 hours ago,95
ALT-0949,critical,Product Expired,Green Tea expired on 11/20/2024,51-000-8113,15 hours ago,95
ALT-0951,critical,Product Expired,Sushi Rice expired on 5/22/2024,93-571-7294,8 hours ago,95
ALT-0952,critical,Product Expired,Egg (Duck) expired on 2/2/2025,48-770-6319,15 hours ago,95
ALT-0954,critical,Product Expired,Spinach expired on 5/9/2024,74-818-3306,23 hours ago,95
ALT-0955,critical,Product Expired,Apricot expired on 5/7/2024,15-082-9124,21 hours ago,95
ALT-0956,critical,Product Expired,Kiwi expired on 5/10/2024,66-854-5736,11 hours ago,95
ALT-0957,critical,Product Expired,Black Rice expired on 3/13/2024,90-128-7973,14 hours ago,95
ALT-0959,critical,Product Expired,Green Tea expired on 3/19/2024,60-198-7050,21 hours ago,95
ALT-0960,critical,Product Expired,Egg (Quail) expired on 9/17/2024,70-206-4860,17 hours ago,95
ALT-0961,critical,Product Expired,Papaya expired on 7/25/2024,25-353-2067,17 hours ago,95
ALT-0962,critical,Product Expired,Heavy Cream expired on 11/17/2024,93-218-8108,12 hours ago,95
ALT-0964,critical,Product Expired,Black Tea expired on 7/29/2024,95-262-6208,17 hours ago,95
ALT-0966,critical,Product Expired,Short Grain Rice expired on 8/2/2024,02-484-0206,2 hours ago,95
ALT-0968,critical,Product Expired,Bell Pepper expired on 4/27/2024,08-226-5155,16 hours ago,95
ALT-0969,critical,Product Expired,Parmesan Cheese expired on 1/20/2025,47-581-0363,9 hours ago,95
ALT-0970,critical,Product Expired,Buttermilk expired on 10/15/2024,04-104-6993,12 hours ago,95
ALT-0971,critical,Product Expired,Cabbage expired on 2/16/2025,45-380-4627,4 hours ago,95
ALT-0972,critical,Product Expired,Haddock expired on 1/10/2025,41-240-8856,6 hours ago,95
ALT-0974,critical,Product Expired,Egg (Chicken) expired on 11/14/2024,81-573-0943,21 hours ago,95
ALT-0975,critical,Product Expired,Brown Rice expired on 6/18/2024,67-725-6830,8 hours ago,95
ALT-0976,critical,Product Expired,Arabica Coffee expired on 3/29/2024,55-154-4728,9 hours ago,95
ALT-0977,critical,Product Expired,Whipped Cream expired on 1/29/2025,41-526-4036,19 hours ago,95
ALT-0979,critical,Product Expired,White Rice expired on 11/29/2024,86-273-9377,11 hours ago,95
ALT-0980,critical,Product Expired,Parmesan Cheese expired on 11/21/2024,98-499-2220,7 hours ago,95
ALT-0981,critical,Product Expired,Salmon expired on 2/25/2024,50-930-4751,3 hours ago,95
ALT-0983,critical,Product Expired,Pineapple expired on 2/12/2025,88-304-2855,8 hours ago,95
ALT-0984,critical,Product Expired,Bread Flour expired on 11/21/2024,69-743-0161,8 hours ago,95
ALT-0986,critical,Product Expired,Asparagus expired on 4/1/2024,40-902-1995,10 hours ago,95
ALT-0988,critical,Product Expired,Wild Rice expired on 8/25/2024,50-329-3360,12 hours ago,95
ALT-0989,critical,Critical Stock Level,Yogurt has dropped to 12 units (threshold: 83),03-441-4252,1 hour ago,95
ALT-0990,critical,Product Expired,Yogurt expired on 7/24/2024,03-441-4252,16 hours ago,95
ALT-0992,critical,Product Expired,Buttermilk expired on 6/1/2024,97-093-4278,10 hours ago,95
ALT-0993,critical,Product Expired,Egg (Duck) expired on 4/26/2024,01-820-5784,12 hours ago,95
ALT-0994,critical,Product Expired,Asparagus expired on 6/1/2024,31-803-5001,5 hours ago,95
ALT-0995,critical,Product Expired,White Bread expired on 10/29/2024,61-317-9944,21 hours ago,95
ALT-0996,critical,Product Expired,Wild Rice expired on 3/21/2024,56-303-5256,2 hours ago,95
ALT-0997,critical,Product Expired,Egg (Goose) expired on 2/8/2025,86-672-4191,13 hours ago,95
ALT-0998,critical,Product Expired,White Rice expired on 7/5/2024,34-547-0827,12 hours ago,95
ALT-0999,critical,Product Expired,Powdered Sugar expired on 10/27/2024,20-387-7746,4 hours ago,95
ALT-1001,critical,Product Expired,Milk expired on 4/21/2024,50-329-3145,21 hours ago,95
ALT-1002,critical,Product Expired,Mango expired on 7/25/2024,02-559-8196,16 hours ago,95
ALT-1004,critical,Product Expired,Oatmeal Biscuit expired on 10/7/2024,69-834-2874,10 hours ago,95
ALT-1005,critical,Product Expired,Spinach expired on 6/19/2024,27-474-0056,16 hours ago,95
ALT-1006,critical,Product Expired,Blueberries expired on 5/6/2024,66-378-7532,3 hours ago,95
ALT-1007,critical,Product Expired,Robusta Coffee expired on 10/22/2024,28-185-7303,3 hours ago,95
ALT-1009,critical,Product Expired,Watermelon expired on 12/14/2024,19-854-3663,14 hours ago,95
ALT-1011,critical,Product Expired,Pomegranate expired on 9/9/2024,42-175-1648,4 hours ago,95
ALT-1013,critical,Product Expired,White Bread expired on 6/22/2024,56-657-4387,5 hours ago,95
ALT-1015,critical,Product Expired,Carrot expired on 10/26/2024,05-720-8792,16 hours ago,95
ALT-1017,critical,Product Expired,Brown Rice expired on 8/11/2024,84-151-2114,22 hours ago,95
ALT-1018,critical,Product Expired,Cabbage expired on 9/21/2024,10-378-9729,13 hours ago,95
ALT-1019,critical,Product Expired,Egg (Goose) expired on 7/9/2024,53-930-2215,16 hours ago,95
ALT-1021,critical,Product Expired,Sour Cream expired on 10/8/2024,02-034-6209,15 hours ago,95
ALT-1022,critical,Product Expired,Almond Flour expired on 1/28/2025,28-003-8065,12 hours ago,95
ALT-1024,critical,Product Expired,Broccoli expired on 5/7/2024,19-021-5024,21 hours ago,95
ALT-1026,critical,Product Expired,Jasmine Rice expired on 9/25/2024,07-846-4804,5 hours ago,95
ALT-1027,critical,Product Expired,Gouda Cheese expired on 4/17/2024,70-542-4269,20 hours ago,95
ALT-1029,critical,Product Expired,Tilapia expired on 6/17/2024,52-797-6961,5 hours ago,95
ALT-1030,critical,Product Expired,Palm Oil expired on 5/27/2024,66-327-2821,19 hours ago,95
ALT-1031,critical,Product Expired,Arborio Rice expired on 6/26/2024,12-093-9863,2 hours ago,95
ALT-1032,critical,Product Expired,White Sugar expired on 5/10/2024,08-396-2704,22 hours ago,95
ALT-1034,critical,Product Expired,Sesame Oil expired on 7/18/2024,72-970-0239,20 hours ago,95
ALT-1036,critical,Product Expired,Sunflower Oil expired on 4/3/2024,03-940-0630,4 hours ago,95
ALT-1037,critical,Product Expired,Bell Pepper expired on 1/24/2025,67-130-4114,12 hours ago,95
ALT-1039,critical,Product Expired,Greek Yogurt expired on 8/8/2024,32-270-1385,16 hours ago,95
ALT-1040,critical,Product Expired,White Bread expired on 10/9/2024,85-510-2915,23 hours ago,95
ALT-1042,critical,Product Expired,Egg (Goose) expired on 12/28/2024,00-842-9790,7 hours ago,95
ALT-1043,critical,Product Expired,Lime expired on 4/19/2024,49-377-9731,10 hours ago,95
ALT-1044,critical,Product Expired,Egg (Chicken) expired on 9/17/2024,96-682-8546,22 hours ago,95
ALT-1046,critical,Product Expired,Vegetable Oil expired on 8/18/2024,92-837-8839,18 hours ago,95
ALT-1048,critical,Product Expired,Jasmine Rice expired on 5/17/2024,68-732-5919,19 hours ago,95
ALT-1050,critical,Product Expired,Robusta Coffee expired on 9/22/2024,37-064-7275,5 hours ago,95
ALT-1052,critical,Product Expired,Mozzarella Cheese expired on 9/23/2024,43-193-9915,21 hours ago,95
ALT-1053,critical,Product Expired,Whole Wheat Flour expired on 10/19/2024,45-992-5653,6 hours ago,95
ALT-1054,critical,Product Expired,Salmon expired on 11/29/2024,45-852-2446,10 hours ago,95
ALT-1056,critical,Product Expired,White Tea expired on 10/16/2024,57-394-4703,2 hours ago,95
ALT-1058,critical,Product Expired,Onion expired on 10/15/2024,07-679-1199,11 hours ago,95
ALT-1059,critical,Product Expired,Black Coffee expired on 9/12/2024,47-221-3391,11 hours ago,95
ALT-1060,critical,Product Expired,Butter Biscuit expired on 5/25/2024,80-698-0324,20 hours ago,95
ALT-1062,critical,Product Expired,Corn Oil expired on 2/2/2025,36-383-3677,22 hours ago,95
ALT-1063,critical,Product Expired,Coconut Oil expired on 8/31/2024,42-907-6946,3 hours ago,95
ALT-1065,critical,Product Expired,Evaporated Milk expired on 2/29/2024,96-209-1739,23 hours ago,95
ALT-1066,critical,Product Expired,Bell Pepper expired on 1/13/2025,36-679-4670,8 hours ago,95
ALT-1067,critical,Product Expired,Lettuce expired on 7/25/2024,08-637-9335,2 hours ago,95
ALT-1068,critical,Product Expired,Brown Rice expired on 5/3/2024,56-875-3717,17 hours ago,95
ALT-1070,critical,Product Expired,Whole Wheat Flour expired on 9/15/2024,86-978-6666,23 hours ago,95
ALT-1071,critical,Product Expired,Rye Bread expired on 9/12/2024,41-475-5305,22 hours ago,95
ALT-1072,critical,Product Expired,Orange expired on 8/29/2024,25-911-7736,3 hours ago,95
ALT-1073,critical,Product Expired,Multigrain Bread expired on 2/2/2025,28-433-8533,23 hours ago,95
ALT-1075,critical,Product Expired,Bread Flour expired on 1/20/2025,84-624-0201,12 hours ago,95
ALT-1077,critical,Product Expired,Haddock expired on 8/27/2024,45-634-0679,19 hours ago,95
ALT-1079,critical,Product Expired,Green Beans expired on 10/13/2024,93-014-4256,8 hours ago,95
ALT-1081,critical,Product Expired,Coconut expired on 7/30/2024,24-989-3302,14 hours ago,95
ALT-1082,critical,Product Expired,Apple expired on 1/2/2025,46-415-8633,2 hours ago,95
ALT-1084,critical,Product Expired,Brown Rice expired on 1/23/2025,73-117-6105,3 hours ago,95
ALT-1086,critical,Product Expired,Rice Flour expired on 1/14/2025,53-710-7630,2 hours ago,95
ALT-1087,critical,Product Expired,Peanut Oil expired on 6/17/2024,10-617-7581,23 hours ago,95
ALT-1089,critical,Product Expired,Anchovies expired on 12/15/2024,66-312-5511,2 hours ago,95
ALT-1090,critical,Product Expired,Powdered Sugar expired on 3/9/2024,87-423-8486,17 hours ago,95
ALT-1091,critical,Product Expired,Palm Oil expired on 5/22/2024,64-493-5270,23 hours ago,95
ALT-1092,critical,Product Expired,Tuna expired on 3/16/2024,31-255-9616,23 hours ago,95
ALT-1093,critical,Product Expired,Robusta Coffee expired on 4/6/2024,26-799-3714,6 hours ago,95
ALT-1094,critical,Product Expired,Bell Pepper expired on 12/29/2024,64-119-7804,2 hours ago,95
ALT-1095,critical,Product Expired,Egg (Chicken) expired on 9/17/2024,74-181-4135,7 hours ago,95
ALT-1097,critical,Product Expired,Apricot expired on 6/6/2024,34-369-7712,2 hours ago,95
ALT-1098,critical,Product Expired,Ricotta Cheese expired on 1/28/2025,31-157-1822,11 hours ago,95
ALT-1099,critical,Product Expired,Feta Cheese expired on 2/24/2025,27-459-0724,2 hours ago,95
ALT-1101,critical,Product Expired,Digestive Biscuit expired on 11/30/2024,47-441-7682,20 hours ago,95
ALT-1102,critical,Product Expired,Salmon expired on 4/16/2024,32-676-1026,16 hours ago,95
ALT-1104,critical,Product Expired,Lettuce expired on 6/12/2024,77-959-1018,6 hours ago,95
ALT-1105,critical,Product Expired,Black Rice expired on 1/18/2025,60-911-3745,2 hours ago,95
ALT-1107,critical,Product Expired,Whole Wheat Flour expired on 9/11/2024,57-101-0060,4 hours ago,95
ALT-1108,critical,Product Expired,Chocolate Biscuit expired on 11/21/2024,54-758-4622,16 hours ago,95
ALT-1110,critical,Product Expired,Black Tea expired on 6/24/2024,92-152-5820,16 hours ago,95
ALT-1111,critical,Product Expired,Watermelon expired on 5/26/2024,44-637-5512,9 hours ago,95
ALT-1113,critical,Product Expired,Black Rice expired on 4/22/2024,65-854-9364,4 hours ago,95
ALT-1115,critical,Product Expired,Papaya expired on 8/22/2024,60-747-8704,14 hours ago,95
ALT-1117,critical,Product Expired,Egg (Goose) expired on 5/12/2024,85-835-3445,9 hours ago,95
ALT-1119,critical,Product Expired,Cheddar Cheese expired on 1/17/2025,66-716-8221,13 hours ago,95
ALT-1121,critical,Product Expired,Blueberries expired on 5/27/2024,01-026-2772,10 hours ago,95
ALT-1122,critical,Product Expired,Corn Oil expired on 7/4/2024,21-252-1360,13 hours ago,95
ALT-1124,critical,Product Expired,Strawberries expired on 6/12/2024,80-039-1261,13 hours ago,95
ALT-1126,critical,Product Expired,Arabica Coffee expired on 11/3/2024,48-427-0551,8 hours ago,95
ALT-1128,critical,Product Expired,Plum expired on 11/24/2024,02-575-1980,13 hours ago,95
ALT-1129,critical,Product Expired,Salmon expired on 4/4/2024,61-293-6327,11 hours ago,95
ALT-1130,critical,Product Expired,Broccoli expired on 8/16/2024,08-519-5579,15 hours ago,95
ALT-1132,critical,Product Expired,Mackerel expired on 7/5/2024,33-670-6797,8 hours ago,95
ALT-1133,critical,Product Expired,Kale expired on 6/3/2024,29-741-8132,7 hours ago,95
ALT-1134,critical,Product Expired,Sesame Oil expired on 11/25/2024,89-713-6071,22 hours ago,95
ALT-1135,critical,Product Expired,Black Coffee expired on 8/30/2024,00-641-8691,11 hours ago,95
